audio_key,callsign,city,content,context,context_end,context_start,denorm_content,diary_band,diary_env,diary_gender,diary_speaker_id,mean_word_confidence,segment_end_global,segment_idx,segment_start_global,segment_start_relative,show_confidence,show_name,show_source,state,date,audio_url
speechbox/stream_out/2020-03-27/WEAN/18_09_35.raw,WEAN,Wakefield-Peacedale,okay you've seen those signs we <unk> they say we believe black lives matter no human is illegal love is love,hey matt how're you doing i'm so i am in one of those communities that has a lot of those signs that say you know all lives matter water is life or you know what i'm talking about no would it mean okay you've seen those signs we  they say we believe black lives matter no human is illegal love is love oh sure it does yeah yeah okay they're everywhere around here so i'm sorry but they the hypocrites are coming out in full force those same people are eating themselves right now because eating themselves right now because they are now their fear has turned every bit of moral compass they have in a complete opposite direction,1585332903.29,1585332840.51,Okay you've seen those signs we ... they say we believe black lives matter no human is illegal love is love,T,U,M,S35,0.8738095238095239,1585332862.62,22,1585332857.17,282.17,0.73,The Matt Allen Show,auto,RI,2020-03-27,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-27%252FWEAN%252F18_09_35.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-27%252FWEAN%252F18_09_35.raw&t=267.17
speechbox/stream_out/2020-03-26/KEMC/00_39_51.raw,KEMC,Billings,is undoubtedly non violent direct action exactly of the kind of start we've seen from extinction rebellion and before that from black lives matter and occupy wall street and the fight for fifteen [noise],is undoubtedly non violent direct action exactly of the kind of start we've seen from extinction rebellion and before that from black lives matter and occupy wall street and the fight for fifteen  politicians who are ready to defy these neo liberal dog my eyes and to start dreaming big public dreams again and you know these are the politicians who understand that we have to say no to the giant corporations who have bought the political process who understand that we need solutions that are commensurate with the scale the crisis we face and understand that ultimately it's really only social movements that can change the calculus of what we imagine is politically possible so you know without unduly interfering in american political affairs is a canadian um,1585183402.75,1585183332.09,Is undoubtedly non violent direct action exactly of the kind of start we've seen from extinction rebellion and before that from black lives matter and Occupy Wall street and the fight for Fifteen [noise],S,U,M,S0,0.951764705882353,1585183345.0,15,1585183332.09,141.09,0.89,Cambridge Forum,NPR,MT,2020-03-26,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-26%252FKEMC%252F00_39_51.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-26%252FKEMC%252F00_39_51.raw&t=126.09
speechbox/stream_out/2020-03-26/WCPN/00_40_52.raw,WCPN,Cleveland,after the federal a department of justice is very clear or was not going to take any action to redress the policing violations community groups including black lives matter and end up c. p. thought a lot,so that the chicago consent decree is the only consent decree in the nation that is between the city of chicago and the state attorney general after the federal a department of justice is very clear or was not going to take any action to redress the policing violations community groups including black lives matter and end up c. p. thought a lot all of these pieces of litigation that the consent decree develops here in chicago wines it's important to the degree focus on  so it's sort of federal oversight of the chicago police department well one of the reasons why we're so hopeful about the effort here in chicago is because the effort is intensely local um eventually all consent decrees even incredibly strong consent decrees go away,1585183411.03,1585183344.81,After the federal a department of justice is very clear or was not going to take any action to redress the policing violations community groups including black lives matter and end up C. P. thought a lot,S,U,F,S15,0.9008108108108107,1585183367.57,10,1585183353.49,101.49,0.89,The Takeaway (PRI),NPR,OH,2020-03-26,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-26%252FWCPN%252F00_40_52.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-26%252FWCPN%252F00_40_52.raw&t=86.49
speechbox/stream_out/2020-03-26/WNRI/07_25_20.raw,WNRI,Woonsocket,to see a black lives matter protest right now shutting down the interstate like they did too i fifty five in memphis in a few years ago i went to see that right now it would,as the article also points out you know uh the hong kong protests are gone the yellow vest protests oh god so you know i like they're part black the black lives matter protests why aren't you ideal right now but i say i like that part oh guy yeah i like the part where they brought that up not that the protocol but oh okay i used this as such because on one hand and a  yeah i would love to see a black lives matter protest right now shutting down the interstate like they did too i fifty five in memphis in a few years ago i went to see that right now it would be interesting to see i would like to see all of the various clams come together and get over it and realize we're facing a single enemy that is more dangerous to us than anybody else in that is the government,1585207698.12,1585207621.53,To see a black lives matter protest right now shutting down the interstate like they did too I fifty five in Memphis in a few years ago I went to see that right now it would,S,U,M,S16,0.9594444444444444,1585207661.23,12,1585207651.4,131.4,0.71,Free Talk Live,auto,RI,2020-03-26,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-26%252FWNRI%252F07_25_20.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-26%252FWNRI%252F07_25_20.raw&t=116.4
speechbox/stream_out/2020-03-26/WNRI/07_25_20.raw,WNRI,Woonsocket,i could see black lives matter protesting right now because of the national i which one hundred percent the world's i would be one hundred percent on them if they went out assembled a few thousand people are shut down an interstate that,i could see black lives matter protesting right now because of the national i which one hundred percent the world's i would be one hundred percent on them if they went out assembled a few thousand people are shut down an interstate that will that can lead throughout the world going um that isn't that is an excellent point not just for violating the virus eat x more up holding you know their right to assemble the right to petition the government to have their greatness as addressed yeah that'd be lawyers i don't think it's going to happen where you may get your ah what you're talking about because as things begin to slow down and people can't go to work watching change gets low or people are going to get uncomfortable and that's when the wheels started to come off well it's going to be interesting to see how they deal with a with a armed protest as well they can do to us what they did in,1585207765.6,1585207698.71,I could see black lives matter protesting right now because of the national I which one hundred percent the world's I would be one hundred percent on them if they went out assembled a few thousand people are shut down an interstate that,S,U,M,S16,0.9348837209302326,1585207713.55,16,1585207698.71,178.71,0.71,Free Talk Live,auto,RI,2020-03-26,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-26%252FWNRI%252F07_25_20.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-26%252FWNRI%252F07_25_20.raw&t=163.71
speechbox/stream_out/2020-03-26/WNRI/07_48_09.raw,WNRI,Woonsocket,out there and a militia guy out there and a black lives matter guy out there if i can maybe an oath keeper a i would,out there and a militia guy out there and a black lives matter guy out there if i can maybe an oath keeper a i would rather just see all of these people gather together to have hamburgers and hot dogs right there on the lawn of the  little coleman grill and hide it got that right there wouldn't make its own statement romney the what i i kind of like the idea of a somebody setting up a hot dog stand a limited valley him well see i like the idea of just being a gathering of people in disregard that the government rather than it being and obviously politically motivated thing i don't know how to express way motivated i am nobody that's true of most in a society that so heavily politicized  ah,1585209109.66,1585209039.39,Out there and a militia guy out there and a black lives matter guy out there if I Can maybe an oath keeper a I would,S,U,M,S21,0.9407692307692308,1585209048.82,15,1585209039.39,150.39,0.71,Free Talk Live,auto,RI,2020-03-26,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-26%252FWNRI%252F07_48_09.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-26%252FWNRI%252F07_48_09.raw&t=135.39
speechbox/stream_out/2020-03-25/KKPC/17_43_36.raw,KKPC,Pueblo,community groups including black lives matter and end up p. filed a lawsuit seeking a consent decree later on the state attorney general filed her own lawsuit and,that the chicago consent decree is the only consent decree in the nation that is between the city of chicago and the state attorney general after the federal department of justice is very clear was not going to take any action to redress the policing violations community groups including black lives matter and end up p. filed a lawsuit seeking a consent decree later on the state attorney general filed her own lawsuit and it was the result of these pieces of litigation that consent decree develops here and why is it so important that the decree focus on a local oversight say instead of federal oversight of the chicago police department well of the reasons why we're so hopeful about the effort here in chicago is because the effort is intensely local and eventually all consent decrees even incredibly strong consent decrees go away and the idea,1585158620.11,1585158553.78,Community groups including black lives matter and end up P. filed a lawsuit seeking a consent decree later on the state attorney general filed her own lawsuit and,S,U,F,S46,0.9253571428571429,1585158582.53,34,1585158571.7,355.7,0.42,Here and Now (PRI),auto,CO,2020-03-25,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-25%252FKKPC%252F17_43_36.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-25%252FKKPC%252F17_43_36.raw&t=340.7
speechbox/stream_out/2020-03-25/KRCC/17_40_43.raw,KRCC,Colorado Springs,very clear was not going to take any action to redress the policing violations community groups including black lives matter and end up <unk> pie filed a lawsuit seeking a consent decree,so that the chicago consent decree is the only can entertain the nation that is between the city of chicago and the state attorney general after the federal department of justice very clear was not going to take any action to redress the policing violations community groups including black lives matter and end up  pie filed a lawsuit seeking a consent decree later on the state attorney general filed her own lawsuit and it was the results of these pieces of litigation that that consent decree a developed here and why is it so important that the decree focus on a local oversight say instead of federal oversight of the chicago police department well one of the reasons why we're so hopeful about the effort here in chicago is because the effort is intensely local um eventually all consent decrees even incredibly strong consent decrees go away,1585158222.41,1585158154.8,Very clear was not going to take any action to redress the policing violations community groups including black lives matter and end up ... pie filed a lawsuit seeking a consent decree,S,U,F,S18,0.9409375000000001,1585158179.07,13,1585158167.0,124.0,0.89,The Takeaway (PRI),NPR,CO,2020-03-25,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-25%252FKRCC%252F17_40_43.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-25%252FKRCC%252F17_40_43.raw&t=109.0
speechbox/stream_out/2020-03-25/KZSE/18_42_05.raw,KZSE,Rochester,community groups including black lives matter and the n. double a._c._p. filed a lawsuit seeking a consent decree later on the state attorney general filed her own law suits and it was the result of these pieces of litigation that they consent decree a developed here in chicago,community groups including black lives matter and the n. double a._c._p. filed a lawsuit seeking a consent decree later on the state attorney general filed her own law suits and it was the result of these pieces of litigation that they consent decree a developed here in chicago it it's important that the decree focus on the local oversight say instead of federal oversight of the chicago police department well one of the reasons why we're so hopeful about the efforts the chicago police department well one of the reasons why we're so hopeful about the effort here in chicago is because the effort is intensely local and eventually all consent decrees even incredibly strong consent decrees go away and the idea is that if we can build up the local infrastructure for accountability and for oversight than the transformations that we'll see in a police department will really be sustainable what about the chicago's mayor lori lightfoot who she responded to recruit the city's report card on the decree is not very good on the city is out of compliance with just about every single relevant provision,1585161886.6,1585161814.03,Community groups including black lives matter and the N. double ACP filed a lawsuit seeking a consent decree later on the state attorney general filed her own law suits and it was the result of these pieces of litigation that they consent decree a developed here in Chicago,S,U,F,S12,0.9129166666666667,1585161830.47,9,1585161814.03,89.03,0.42,Kathleen Dunn,auto,MN,2020-03-25,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-25%252FKZSE%252F18_42_05.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-25%252FKZSE%252F18_42_05.raw&t=74.03
speechbox/stream_out/2020-03-25/WESA/16_42_37.raw,WESA,Pittsburgh,community groups including black lives matter and the n. double a._c._p. filed a lawsuit seeking a consent decree later on the state attorney general filed her own lawsuit and it was the result of these pieces of litigation that the consent decree a developed here in chicago,very clear or was not going to take any action to redress the policing violations community groups including black lives matter and the n. double a._c._p. filed a lawsuit seeking a consent decree later on the state attorney general filed her own lawsuit and it was the result of these pieces of litigation that the consent decree a developed here in chicago wise it's important that the decree focused on  sort of federal oversight of the chicago police department well one of the reasons why we're so hopeful about the effort here in chicago is because the effort is intensely local and eventually all consent decrees even incredibly strong consent decrees go away and the idea is that if we can build up the local infrastructure for accountability and for oversight than the transformations that we'll see in a police department will really be sustainable what about the struggle was mayor lori lightfoot was she responded to recruit,1585154677.8,1585154612.41,Community groups including black lives matter and the N. double ACP filed a lawsuit seeking a consent decree later on the state attorney general filed her own lawsuit and it was the result of these pieces of litigation that the consent decree a developed here in Chicago,S,U,F,S0,0.960212765957447,1585154634.55,6,1585154618.11,61.11,0.89,The Takeaway (PRI),NPR,PA,2020-03-25,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-25%252FWESA%252F16_42_37.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-03-25%252FWESA%252F16_42_37.raw&t=46.11
