audio_key,callsign,city,content,context,context_end,context_start,denorm_content,diary_band,diary_env,diary_gender,diary_speaker_id,mean_word_confidence,segment_end_global,segment_idx,segment_start_global,segment_start_relative,show_confidence,show_name,show_source,state,date,audio_url
speechbox/stream_out/2020-05-31/KALW/12_03_56.raw,KALW,San Francisco,in minneapolis protesters chanted that rallying cry from the black lives matter campaign has two and a half thousand members of the national guard trying to bring calm to the streets which has been roiling with rights for several days now as heavily armed police swept through one residential neighborhood they turn that far on the people who were filming them [noise],in minneapolis protesters chanted that rallying cry from the black lives matter campaign has two and a half thousand members of the national guard trying to bring calm to the streets which has been roiling with rights for several days now as heavily armed police swept through one residential neighborhood they turn that far on the people who were filming them     which al green is a community advocate in minneapolis i'm a piece for personal liberties or test for many years but the reality of the situation is a peaceful ever done everything resources for many years the folks i angry about the situation and those who are not being non violent with their committed married,1590926894.56,1590926823.19,In Minneapolis protesters chanted that rallying cry from the black lives matter campaign has two and a half thousand members of the national guard trying to bring calm to the streets which has been roiling with rights for several days now as heavily armed police swept through one residential neighborhood they turn that far on the people who were filming them [noise],S,U,M,S21,0.900483870967742,1590926842.1,15,1590926823.19,187.19,0.78,Public Radio Remix,auto,CA,2020-05-31,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F12_03_56.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F12_03_56.raw&t=172.19
speechbox/stream_out/2020-05-31/KALW/12_23_25.raw,KALW,San Francisco,um in light of the recent that black like the being nice and the black lives matter but i but i think that the whole question of amy corporate stars record 'em and her inability to really tackle this this problem endemic in a police forces in minneapolis i think it's going to make it very difficult for that appointment,um in light of the recent that black like the being nice and the black lives matter but i but i think that the whole question of amy corporate stars record 'em and her inability to really tackle this this problem endemic in a police forces in minneapolis i think it's going to make it very difficult for that appointment leslie thanks very much less the vinge murray that we're going to turn now to in nineteen into its economic impact because the french government has promised to protect its ashcroft manufacturing center sex in the wake of the virus their lines grounded tens of thousands of jobs could be lost in what is europe's airspace capital of the city of toulouse home to  boss the company builds around half of the world's largest passenger ashcroft chris bachmann sent this report from a city the most booming before the virus struck ,1590927923.89,1590927856.75,Um in light of the recent that black like the being nice and the black lives matter but I but I think that the whole question of Amy corporate stars record 'em and her inability to really tackle this this problem endemic in a police forces in Minneapolis I think it's going to make it very difficult for that appointment,S,U,M,S1,0.8774999999999997,1590927876.44,6,1590927856.75,51.75,0.78,Public Radio Remix,auto,CA,2020-05-31,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F12_23_25.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F12_23_25.raw&t=36.75
speechbox/stream_out/2020-05-31/KALW/14_59_20.raw,KALW,San Francisco,a target on black people and that could be the same no matter what in the black lives matter globally it all in the funding lean and,but you know those buildings are being attacked and show losing hundreds of arrests were made in los angeles where the  is the cofounder of black lives matter to she told the bbc the policing needs to be over who set them up a thing we when you put in place a target on black people and that could be the same no matter what in the black lives matter globally it all in the funding lean and kill or be prosecuted just fired prosecuted in that mean hundreds of people are protesting outside the us embassy in london over the death of george floyd they john to the final words he said as policemen kneeled on his neck ,1590937349.15,1590937285.71,A target on black people and that could be the same no matter what in the black lives matter globally it all in the funding lean and,S,U,F,S21,0.7937037037037037,1590937319.33,15,1590937305.28,145.28,,,,CA,2020-05-31,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F14_59_20.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F14_59_20.raw&t=130.28
speechbox/stream_out/2020-05-31/KALW/16_00_02.raw,KALW,San Francisco,around a thousand demonstrators gathered in <unk> square before marching down passed parliament to the us embassy invokes all the majority but not all black with many carrying <unk> with the words black lives matter,around a thousand demonstrators gathered in  square before marching down passed parliament to the us embassy invokes all the majority but not all black with many carrying  with the words black lives matter it was almost entirely peaceful for the wall some anger when police arrested several people outside the embassy organizers have cold for demonstrate just to wear masks and keep to me to the pause some did have face masks but there was very little social distancing with protesters packed cheek by jowl space cough carrying to us astronauts says don't to the international space station this was the moment the camps who reached its destination  dragon arriving curve expedition sixty three is larger welcome a dragon and the commercial crew around,1590941000.69,1590940940.65,Around a thousand demonstrators gathered in ... square before marching down passed parliament to the U.S embassy invokes all the majority but not all black with many carrying ... with the words black lives matter,S,U,M,S22,0.9065714285714284,1590940953.83,14,1590940940.65,138.65,0.89,To The Best of Our Knowledge,NPR,CA,2020-05-31,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F16_00_02.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F16_00_02.raw&t=123.65
speechbox/stream_out/2020-05-31/KALW/17_02_23.raw,KALW,San Francisco,just by some of his supporters to address the nation from the white house protest against the killing of george foy ths have spread abroad with hundreds of people joining demonstrations outside u._s. embassies in london and berlin many of those taking part chanted black lives matter,just by some of his supporters to address the nation from the white house protest against the killing of george foy ths have spread abroad with hundreds of people joining demonstrations outside u._s. embassies in london and berlin many of those taking part chanted black lives matter a cop show carrying to us astronauts has dumped with the international space station it was launched into all this on a rocket to imply space sex a private company founded by the billionaire businessman the la mosque is the first time the non space mission has been carried out by private fun one of the astronauts don't highly paid tribute to those who had worked on the project real honor to be in a small part of a ninety year in  with the international space pretty happy can grab the way the men and women of spain facts that hawthorne mcgregor panic kennedy a,1590944618.66,1590944543.0,Just by some of his supporters to address the nation from the White House protest against the killing of George Foy ths have spread abroad with hundreds of people joining demonstrations outside US embassies in London and Berlin many of those taking part chanted black lives matter,S,U,M,S1,0.9019148936170213,1590944560.84,0,1590944543.0,0.0,0.89,To The Best of Our Knowledge,NPR,CA,2020-05-31,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F17_02_23.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F17_02_23.raw&t=0
speechbox/stream_out/2020-05-31/KALW/18_00_50.raw,KALW,San Francisco,protests against the killing of george choice has spread abroad with hundreds of people joining demonstrations outside u._s. embassies in london and berlin many of those taking part chanted black lives matter [noise],protests against the killing of george choice has spread abroad with hundreds of people joining demonstrations outside u._s. embassies in london and berlin many of those taking part chanted black lives matter  the first american astronauts to travel on a commercially built croft has arrived on board the international space station the two crew members were welcomed by a fellow nasa astronauts unto russian cosmonauts the king was the first by us space cough carrying crew members in nearly a decade or science correspondents victoria guild has this report one meter to go just in the nineteen hours after it launched from cape canaveral in florida and a few minutes ahead of schedule the extracting  talked with the international space station shirt or a trash can i  it's crazy joke halle  america's favorite thoughts,1590948208.42,1590948135.38,Protests against the killing of George choice has spread abroad with hundreds of people joining demonstrations outside US embassies in London and Berlin many of those taking part chanted black lives matter [noise],S,U,M,S13,0.9096969696969696,1590948148.93,9,1590948135.38,85.38,0.73,Philosophy Talk,auto,CA,2020-05-31,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F18_00_50.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F18_00_50.raw&t=70.38
speechbox/stream_out/2020-05-31/KALW/20_00_02.raw,KALW,San Francisco,about a thousand people rallied outside the american embassy in london and pay test at the death of george floyd many of those taking potshots talented black lives matter [noise],about a thousand people rallied outside the american embassy in london and pay test at the death of george floyd many of those taking potshots talented black lives matter  india's foreign ministry says it's extending to pakistani officials from the country for spying they've been given twenty four hours to leave  reports in a brief statement india's foreign ministry gives no details of the past alleged crimes that accuses the minor league of indulging in espionage activities and behaving in a manner incompatible with that do come ethics is pakistan has responded by criticizing what's it called the detention and torture of its officials the  of the pakistan high commission and delhi relations between the two countries have been pool for decades largely because of a base a dispute about the region of kashmir which both governments claim as their own on thursday india returned to pigeon to a pakistani fishermen in kashmir after an investigation found the bird was not a spy,1590955406.35,1590955330.15,About a thousand people rallied outside the American embassy in London and pay test at the death of George Floyd many of those taking potshots talented black lives matter [noise],S,U,M,S10,0.9293333333333333,1590955340.25,11,1590955330.15,128.15,0.89,This American Life,NPR,CA,2020-05-31,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F20_00_02.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKALW%252F20_00_02.raw&t=113.15
speechbox/stream_out/2020-05-31/KBTK/02_06_15.raw,KBTK,Kachina Village,dozens of people are killed on the weekends in chicago every weekend the black lives matter is not protesting in that city let that sink in now let me give you what i know about george foy death,that you have black lives matter which has missed named the black lives matter doesn't care about black lives black lives matter  matters cares about defunding and doing away with the police and having anarchy in the streets it's funded by george soros who certainly is not somebody that has any history of caring about black lives matter black lives matter to to visit this radical rubio em they'd be in chicago every single weekend marching to stop the violence on young black people in that city dozens of people are killed on the weekends in chicago every weekend the black lives matter is not protesting in that city let that sink in now let me give you what i know about george foy death up to date on saturday the thirtieth of may george floyd went to a local shopping minneapolis,1590890990.68,1590890912.77,Dozens of people are killed on the weekends in Chicago every weekend the black lives matter is not protesting in that city let that sink in now let me give you what I Know about George Foy death,S,U,M,S17,0.945,1590890959.62,17,1590890943.76,168.76,0.54,The Weekend with Joe Pags,auto,AZ,2020-05-31,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKBTK%252F02_06_15.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKBTK%252F02_06_15.raw&t=153.76
speechbox/stream_out/2020-05-31/KBTK/02_13_41.raw,KBTK,Kachina Village,the iron fist of law should come down in their heads it doesn't add to that black lives matter black lives matter is not is not a pro black group out there trying to trying to effect change the change of trying to effect is anarchy defund the police,the iron fist of law should come down in their heads it doesn't add to that black lives matter black lives matter is not is not a pro black group out there trying to trying to effect change the change of trying to effect is anarchy defund the police after the movies they're not out there trying to say black lives they're out there trying to get a far left wing liberal george soros funded agenda done so what should be peaceful protest which has allowed by the constitution it's a ride that can't be stripped has turned into free stuff burned down the businesses burned down the cities we've got a war zone in america right now and governors who have control of their own national guard have drag their feet in stopping it ,1590891530.19,1590891462.04,The iron fist of law should come down in their heads it doesn't add to that black lives matter black lives matter is not is not a pro black group out there trying to trying to effect change the change of trying to effect is anarchy defund the police,S,U,M,S0,0.939591836734694,1590891479.46,22,1590891462.04,241.04,0.54,The Weekend with Joe Pags,auto,AZ,2020-05-31,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKBTK%252F02_13_41.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKBTK%252F02_13_41.raw&t=226.04
speechbox/stream_out/2020-05-31/KBTK/02_13_41.raw,KBTK,Kachina Village,black and white people should talk together black white hispanic asian people you talk together men and women should talk together stop allowing the separation pushed by people like in the fall black lives matter rock to obama which this for eight years separation division this country and it's time to come,so what are we talking about here how do you stop it we have conversations neighbor to neighbor city to city black and white people should talk together black white hispanic asian people you talk together men and women should talk together stop allowing the separation pushed by people like in the fall black lives matter rock to obama which this for eight years separation division this country and it's time to come together as americans respect each other commiserate with each other and as a team as a unit take our cities back you can no longer elect these spineless week complicit leaders there not leaders  it has to stop now it has to,1590891678.18,1590891616.54,Black and white people should talk together black white Hispanic Asian people you talk together men and women should talk together stop allowing the separation pushed by people like in the fall black lives matter rock to Obama which this for eight years separation division this country and it's time to come,S,U,M,S0,0.9244230769230769,1590891641.03,39,1590891623.06,402.06,0.54,The Weekend with Joe Pags,auto,AZ,2020-05-31,https://prototypes.cortico.ai/transcript-explore/?audioUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Fplay_audio_key%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKBTK%252F02_13_41.raw&tsvUrl=https%3A%2F%2Fradiosearch-backend.cortico.ai%2Faudio_key_reco_result%2F%3Faudio_key%3Dspeechbox%252Fstream_out%252F2020-05-31%252FKBTK%252F02_13_41.raw&t=387.06
